Label,Comment,
0,"Uber is the worst, they charge for everything.  They allow their drivers to say that they are at the destination so that the customer is charged a waiting fee.  I was literally waiting on the driver outside for 7 minutes because he was at the wrong complex and i get charged a waiting fee.  To top it off uber allows their drivers to text and drive. I sent the pics to uber, and they stated that it is not a cause to be alarmed. I have more, but it keeps freezing when i upload more pics. Alot of the uber drivers are rude and uber doesnt care. Uber only wants your money",
1,"I have been using Uber as a rider from 2016 with a good passenger rating. Never had issues with any driver and my experience was in general good. A month ago Uber disabled my account. I reached customer support and after a few email exchanges, customer support sent me a rude (and offensive) email that I have violated the terms and conditions. I can safely say that this is truth challenged. I have no duplicate accounts, I am quiet as a rider and cooperative and never caused any issues. I asked customer support if there is a mistake and if they can lift the suspension but they ignored my request. This is no way to treat a client. Uber deals with problems because it cannot handle the vast clientele it has currently and makes mistakes, but this is no way to treat someone like this. I believe that TLC should investigate further how Uber is operating in terms of customer support, as well as monitor it much closer.",
1,"Uber Eats cancel order without refund. @UberEats Hi friends. Don't order any food from Uber Eats. He will get your money and do not deliver your food, That is my experience and story. It can be with you and Its customer support will not resolve your problem. The delivery boy did not come at my home.",
0,"I took Uber from IGT 1 to Sector 25 Noida and it shows rent of 820 approx. on Uber Premier, which looks good but when I reached my location without any stoppage driver asked me to pay 1210 rupees which is totally disappointing for me as prepaid taxi outside airport is even charging 950 rupees. But when I cross checked with my trip charges then I was shocked to see billing of 835 is showing on my app. I asked the driver to talk to Uber and check the same but he refused and asked to pay his charge as per his Uber application and write mail to Uber for the claim. I do took pictures of driver's mobile application screen and there is no transaction or reference number to track. Only amount, date, location is shown in it and same is with my trip detail in my Uber app. When trying to download receipt of this trip it's not opening as Uber Lite is not supporting this function. When trying to download Uber application it's not getting download.",
1,"So my husband and I thought to let everybody know about our experience in New Orleans with Uber. We will never take Uber again. We went on vacation to New Orleans to take a cruise. We arrived the day before, The suggestion from our travel agent, just to make sure that nothing went wrong. We are new to Uber and our ride from the Comfort Inn Suites at the New Orleans airport to the Port of New Orleans on Feb 7 was the first time using Uber. This was at the suggestion of the Comfort Inn Suite and we were happy with the service that was provided to the Port of New Orleans. Mileage of 14.34 and drive time of 36 minutes as recorded with a value of $21.78.",
1,I was in Montreal last week as it was raining. Wanted a quick ride to my destination so booked an Uber. The amount displayed was between 27-35 (which included surge). I didn't mind it as I was running late and wanted to get to the destination on time. Unfortunately there was an event taking place at the location and the cops had blocked some of the roads - due to heavy traffic and roads being blocked it took me 50 mins to get to my destination as opposed to 20 mins and to my surprise at the end of the ride the driver told me there is waiting time added to it which I wasn't aware off as Uber doesn't tell you the amount right away. You don't have the visibility as you do in most cabs. You can see the meter and make a quick decision of either taking the ride or stopping it right away.,
1,"Launched app, was quoted $47 for the 30 mile ride home, what I expected, and what I've paid generally dozens of times. Got picked up and was later billed $133. Triple the quote. Uber says I confirmed the change. I did not, nor would I ever do so. I could have taken a limo for less than that. Dispute denied, just shut up and pay. I fired Uber, and will never use them again.",
0,I placed an order on Uber Eats and the food never showed up but I was charged anyways. I called to tell the customer service reps but they ignored me. The food never showed up and now I can't eat my lunch because I gave my last money to eat today. This is completely unfair that my food never shows up and I still got charged! I want my 13 dollars back!,
1,"Customer service is absolutely terrible. I have recently been locked out due to some background check. In the middle of a fair mind you. I recently relocated to a different state and have a different driver's license. The old state driver's license was still active in my account but due to it no longer being a valid license, and I supplied the new one, the background check failed and now I have to wait 7-15 days for a resolution.",
0,On Thursday 27/06/19 I lost my wallet with a significant amount of cash and important identity cards and ATMs. Tried to call Uber. There are no customer helplines. Uber allows to connect to drivers but the driver had picked other rides and so that leaves me knowing that the next rider might have taken up the wallet but I can't do anything about it.,
0,"Drivers take longer routes just to charge you money and they don't give you, your money back. I had the worse taxi experience with this company, driver turn all the way around and they charged me distance and long and they didn't want to give me my money back.",
0,"I ordered an Uber around midnight, it said it was going to take 9 minutes so I waited, left the club with 1 min to spare, saw the car pull up, got in, only to be told the taxi wasn't for me - he hadn't even asked my name!. He said he wasn't taking me and to get out and drove away. I looked at my phone and it came up driver has cancelled. My original ride was going to cost Â£20. I tried to book another Uber and the price had been upped to Â£40-50!! I had to go home late at night on the tube with a walk at the other end which I didn't feel comfortable with.",
0,"On 6/22 at 2:45PM I took an Uber. The driver (""Salaheddin"", who was a much larger man than me and could easily have removed me from his car) claimed that I was drinking in his car in the middle of the day and spilled it all over his seat. I demanded Uber refund the money and they showed me a picture of a cup with some liquid on it, and a car seat cover with some liquid on it. Probably not even his car.",
1,"Uber's customer service department is absolute GARBAGE! All i needed was help changing my password because someone had hacked my account. They wanted information like my social security #, which I was not going to provide. There is no # to call them unless you pay for a premium membership - so i went to their chat support. 7 representatives came into the chat and left immediately without resolving my simple request! Or giving instructions on how to change my DA*N password! Lyfe will have my business from here forward.",
0,"And where have all the good drivers gone? Maybe to Lyft?  Driver nearly an hourlate,did not rely to text or answer phone. Left my elderly mom.  She tried o contact uber safety and got a recording",
1,I was charged 60 dollars for a ride that was only 16 dollars. I was also put through hell just to get in contact with their support team who did nothing to credit my account. I was then told that it was given in UBER credit after they overdrafted my account. I am very upset that my issue has not been resolved and it happen a week ago. Bad customer support.,
1,"I usually don't use Uber but I went away and had no one to take me. I had a Uber gift card but not enough money for both ways. Instead of using the balance on the gift card and charging the rest to my regular card, they did not bother to charge my gift card. They refuse to give me a refund. Customer service is the absolute worst because there is absolutely no number to call. It is by email only. This company is ridiculous and I would find another company to use.",
1,"2 fraudulent trips on bank acct. Called Uber. Support only available thru app. I don't do data. Went to website. First time ever. My email was already in use. Used forgot password option 3 times. They sent LINK to reset password. I used it. Then a 4 digit code was required to complete password change. There was NO code in ANY of my emails from them. Can't sign in. Can't try to get my money back from the fraud. Bank still to investigate, but they had advised me to call Uber about it in case their investigation (claim) provided no results for me. WORST COMPANY EVER!!!",
1,"My first experience did not go well. I'm in Waikiki and needed a ride from a hotel to a restaurant for a scheduled luncheon. The app worked well and the driver was to arrive in 3 minutes. There were pick-up time adjustments as the 3 minutes passed and 15 minutes elapsed. We are now late for the luncheon when a text is received from the driver that he cancelled our ride. A new Uber request is sent and a driver dispatched with a, ""be there in 3 minutes."" No Uber after 6 minutes; however, the driver telephoned to indicate she was lost but should arrive soon. We stayed in touch by phone discussing her locations location as updates were provide. The car finally arrived and on our way to the luncheon arriving 50 minutes late. My return to the hotel from the restaurant went well.",
0,"I booked an Uber ride and the driver immediately accepted the trip. The app showed me that the driver is very close to my starting point, but I could not find him anywhere. Then within seconds I received a notification saying that I am in the trip and will arrive at my destination soon. But I was still waiting at my starting point waiting for the driver to arrive. I wrote to the driving asking him where he is. No reply, and I could see him moving towards my destination.",
0,"Apparently, it must be an easy way for Drivers (and Uber) in the Miami, Florida area to make a quick buck without working, as I was hit with not one, not two, not three, but SEVEN bogus charges within the span of 2 weeks. The game apparently works like this: you request a ride, the driver accepts the ride request, the driver gets near the pickup spot, cancels the request, charges your card for the cancellation (hoping you never notice the charge), then goes on to his/her next victim in the area.",
1,"I have a temp medical condition that prevents me from driving, still have to do errands. Taxis in my area are unreliable & don't take cards. So I thought I'd try Uber. Downloaded their app , entered info they asked for ; scheduled a car , waited past due time , got a cancellation notice for no funds (I gave them my credit card) ; tried to re-schedule , same issue. Each time the notice gave an address 2 numbers off of mine but close so I know no car came. There is no way to contact anyone by phone or online to help resolve the issue. Never again .",
0,The two drivers in Chicago left because they did not come to the pick up area. They went to the wrong street both times. We waited for 45 minutes and they charge us $5 both times for not being there. Uber is a great concept but have horrible drivers. This is the last time I ever use Uber again.,
1,"I am a senior citizen and I tried to sign up for Uber. I went to the website to create an account. I supplied my name, an email address, a cell phone # and password. Afterward, I realized I had not used the correct email address. Thus began a vicious cycle. When I tried to change the email address, it said the phone # I provided was already in use. It kept asking me to send a screenshot of my phone. I have no idea how or what that entails. I could not find a phone # or customer service agent. There was nowhere to go to complete the transaction. I ended up going to GogoGrandparent through Lyft, but I would prefer Uber.",
0,"I called for a ride. A woman jumped in the car and they drove off despite me showing him that it was me who called. I was then charged for the ride. I complained and the fare was refunded. I was also charged a flat fee of $6.95, which they refuse to refund. Why would I be charged when it was the driver's error?! They have ignored my emails of course. I will NEVER use Uber again! I'll stick with cabs or Lyft.",
0,"I was transported by Uber a few times by the VA. Sometimes they were on time, sometimes not. I only had one bad experience with them, and was a rude driver. He didn't seem to want to take me at all. I'm sure the VA paid good money to transport me, but he was just real unfriendly.",
0,"At late night hour Uber driver after accepting my trip drops me midway in a deserted parking and threatened me as my trip was booked on online payment and he wanted cash. The follow ups with Uber and their responses have been appalling. On asking for driver contact details for registering a Police complaint they are denying it on account of privacy issue and sharing the car's name plate, an Information that I am sharing in my every conversation and complaint. As a company #Uber is more concerned about protecting the interests of their Driver Partner but not keen in safeguarding the safety of their Customer.",
0,"I used Uber for the first time, I ordered a taxi and I received messages saying a taxi was on its way only for them then to cancel it, this happened twice in the space of 20 minutes or so. It was around  2am on and I was on a dark road waiting. Then I received another message saying a taxi was on its way and would be there in 8 minutes. A good twenty minutes later it still hadn't arrived. I rang the  driver and he said he was on his way. After another ten minutes he rang me to say he had arrived! He had not! I explained where I was only for him to then hang up on me! To make matters worse Uber  then messaged me to say they had taken £4.00 off my card because I had cancelled the  ride! I then had to walk three miles home. I cannot get any response from Uber. Stay away from the scamming b stards.",
0,"I requested an Uber as I usually do and the trip went very good. As soon as I reached my destination, a friend opened the door for me to help me with my Bags. I always look back to see if I forget anything, and I didn't, and my friend didn't see anything wrong with the seats as well. The next day I received an email stating that they are charging me for a cleaning fee of 80 Dollars. There was nothing wrong with the backseats. I tried contacting Uber support but it was worthless. Nobody answers via text and they don't have any customer service number. After this horrible experience I don't trust this company anymore. I will no longer be using uber services for their lack of professionalism, and the accountability of your lousy driver.",
0,"I usually have good experiences with Uber but this one driver charged us for a cleaning fee, his vehicle was already a mess to begin with. Not sure why Uber doesn't do anything to protect consumers about these kinds of charges. We didn't bring anything with us or did we have any food or any accidents in the vehicle.",
0,"My husband and I just got back from a walk home after never being picked up by our Uber driver. She ignored our calls and shortly after canceled our ride and we got charged. This is not the first time this has happened to us since moving to Orlando. We have been putting two and two together with the Orlando area and Uber drivers. We have discovered that people put in for rides, rides show up close by but never pick you up and then either, you cancel or they cancel, either way you get charged! What?! This is crazy, we have used Uber for years and this is unexceptionable. We will not waste our money on a company that doesn't regulate their employees to pick up people or have any record of them ignoring calls. I guess it's time to try a new company like Lyft. Change needs to happen in Orlando, I am not the only one with concerns.",
0,An Uber driver was parked in a van with his door open waiting for a customer to come out. My son asked this driver to call 911 because there was a girl running around trying to stab him and his friends. This driver refused to call 911. Then this girl and a guy with a hoody on came up to my son and the guy stabbed my son in the neck and ran off. This Uber driver was still sitting there when this occurred. My son was on the ground holding his neck and blood was rushing out and he again asked your driver to please call 911. This Uber driver once again refused.,
1,"Feedback about the booking fee. Recently Uber started to charge a so-called booking fee, claiming that this is to support one of a sudden safety initiatives. What am I getting from your safety initiatives? Just another trick to charge customers more. Would love to see the list of Uber initiates they currently do for passengers. Also, there is no transparency about the fee. It should be added to the estimated cost of a trip before a customer orders rather than in a sneaky way of adding after the fact. Just very frustrating because such a reputable company like Uber make its customer feel like fools.",
1,"Uber steals what little drivers make and puts the money in their fat pockets. Doesn't even come close to making minimum wage. Uber is too busy stealing from drivers while reducing their pairing. They control your earnings and steal 40% waste of time, money and gas. You'll drive around more looking for trips than you would actually driving passenger. If you complain Uber retaliates. Uber has made numerous changes to drivers earnings while they collect all the profit including the pools that should count multiple passengers towards your quest. Instead only counts as one trip. You make less than minimum wage and isn't even worth carpooling to work. Drivers are going on strike for a reason because Uber steals from them. Waiting two hours for a passenger nothing. It's not even worth it carpooling to work.",
1,"Uber has been nothing but a headache since I started working for them. I take a 1 hour drive and they take the money away from me saying that I picked up the wrong person from a specific household to a business. Please tell me what the likelihood of me picking up someone from a house and go in one hour away to a business and we picking up the wrong person is.... Oh you say it makes no damn sense, yeah you're right. Smfh. Uber takes no time whatsoever to do any sort of investigation not even an email to find out anything at all from the driver. They just send an email saying that they took your money and you wasted your time. This is not the only nonsense that I have had to deal with. A customer broke the handle of my car and there was a huge run around with handling that. I will no longer be driving with this unprofessional company and I will be taking legal action.",
1,"My friend referred me to open an Uber account, and I received a C$10 promotional discount. I took Uber from Pearson Airport T1 to Dufferin and Steeles area on May 19. The upfront price was C$30.78, the final price was C$37.66, and I took screenshots of both. I wrote to Uber and attached the two screenshot pictures. I was advised by Uber that there is a C$2.75 for booking Fee, and C$4.50 for Airport Surcharge, and Uber replied as follow: ""The estimated amount of the toll or surcharge is included in your upfront price before taking a trip. On this trip, your actual route included roads with tolls or surcharges that were not accounted for in your predicted route and your upfront price was adjusted.""",
1,"If I could rate this experience any lower, I would. This was my first and last trip with Uber. My credit card was charged $33.60 for the trip to my destination, and $113.62 for the return trip. I contacted Uber and they would not refund the overcharge. This is certainly no way to run a business and no way to treat their customers. Terrible experience. Next time I will call a cab. Attached are photos of my receipts.",
0,Scheduled a ride to the Tampa Airport. Driver never showed up with no notice. Tried to book a ride again but web site couldn't or wouldn't supply a ride. Ended up having to book a regular taxi. Won't count on Uber again!,
1,I use Uber when I miss the bus after work sometimes. The last two times it says a reasonable price usually about 8-10 dollars. Then after booking the ride and confirming the flash new price which has been 13-14 dollars. Then it asks if I want to pay 25 dollars to get to pay 9.99 for the ride instead of the 13-14 dollar price. This has happened 3 times now. I'm sorry but I'm not gonna pay 25 bucks so that I can pay another 10 for the ride home. That's ridiculous.,
0,"Overall a very marvellous travelling facility, with uptodate vehicles and decent partners. Really helping a lot of people on daily basis by saving them from headache of wandering in the streets for taxis and bargaining with the illiterate drivers. thumbs up",
0,I ordered and had to reorder my food again and pay for all food that's were not delivered to me... The delivery guy did not make a real attempt to reach me or ring my bell. And Uber customer service is very bad. No one to talk to!,
1,"My wife and daughter spent a couple of days in Belfast. They decided to use Uber on the 1st day. Hotel Etap to Primark, journey is roughly 1 mile and had the cheek to charge them Â£14. This is someone taking advantage of 2 women on a break. It took them 10 minutes to walk back to the hotel. Didn't even want to leave the 1 star but you can't give them zero. This behaviour is disgusting.",
0,"We called a Uber, she went to wrong location and Uber making us pay for this trip because of their own Uber driver. We canceled after she never responded to my calls! We then got another driver... Crazy. I am done!!",
0,"I used to be so happy with Uber until I got a ** driver who decided to scam me by taking a massive detour for some extra bucks even though he was aware at what time my flight was leaving. I was in the car with my baby girl in the car seat trapped on this traffic jammed highway asking him to please stay on route because I needed to catch my plane. Him giving me one ** story after another and keeps driving . By massive detour I mean a ride that usually even with heavy traffic takes an hour max. With his scheme it took me 2,5 hours.",
